1;Fushiko;Wanna a tutorial on your HDev?;0;
2;Fushiko;Also, we cannot go outside with no protection.;0;
3;Fushiko;The atmosphere is full of sulfur dioxide and the pressure is very low...;0;
4;Yuki;Rinie... what are you doing?;0;
5;Rinie;I'm training! I don't want to just follow you without doing anything.;0;
6;Fushiko;Aw. That's very nice of you, but we know what we're doing.;0;
7;Rinie;I also have a weapon, it's a gauntlet knife. It's not very effective for combat but it saved my life a few times.;0;
8;Senso;I'll take gas masks.;0;
9;Rinie;I can't walk on this thing! It's so cold!;0;
10;Fushiko;We gotta look for some smoke. It was a nice idea to land on this mountain.;0;
11;Senso;Where do we go?;0;
12;Yuki;If we weren't inside a ravine.;0;
13;Senso;Let's keep going. We'll be able to get a better view eventually.;0;
14;Fushiko;Hey! Do you know how to use your new HDev?;0;
15;Senso;I'm not using it everyday like you. But, yeah, I kind of do.;0;
16;Fushiko;You should! You can become stronger with its "Enforcement" function.;0;
17;Senso;You mean the one that analize your combat and gives you points?;0;
18;Fushiko;Yeah! Feel free to talk to me whenever you want to know more!;0;
19;Senso;I hate wearing this mask.;0;
20;Yuki;Me too...;0;
21;Rinie;It's so cold! I'm freezing!;0;
22;Senso;Fushiko, don't we need pressurized suits?;0;
23;Fushiko;Nah. The pressure is not that low.;0;
24;Yuki;Are any of you hungry?;0;
25;Rinie;Me...;0;
26;Fushiko;Yuki, why don't you lend your jacket to Rinie? You never use it. She's not used to these temperatures.;0;
27;Rinie;D-don't worry. I'm fine.;0;
28;Yuki;It's too big and heavy for her... She couldn't wear it... But if you wanna try just tell me.;0;
29;Rinie;Bald guy, don't you feel cold on your head?;0;
30;Yuki;I won't even bother answering her.;0;
31;Fushiko;He has a name. He's Yuki.;0;
32;Senso;I'm sorry if I landed this close to the base. That was a big mistake of mine.;0;
33;Yuki;How far is the base?;0;
34;Fushiko;You can check the map as well. Yuki.;0;
35;Yuki;Can we rest for a few minutes?;0;
36;Senso;We'll rest once we're dead.;0;
37;Fushiko;Yeah... But we can't erase everyone's memory, can we? The die is cast.;0;
38;Yuki;Oh. What a beautiful prospect.;0;
39;Fushiko;Careful with that landing!;0;
40;Fushiko;Our next move is to infiltrate the base to get to Desert again. We must hit him while he is alone, we need to be in numerical superiority.;0;
41;Senso;Alright. We'll make sure we do not let ourselves be tracked down.;0;
42;Yuki;Here is the smoke! On our right!;0;
43;Fushiko;Nice catch Yuki!;0;
44;Senso;Guys! Lower your voice! I can see some people behind that hill.;0;
45;Yuki;It's a whole platoon.;0;
46;Senso;They look like soldiers of the Defence group.;0;
47;Senso;We must not be spotted.;0;
48;Rinie;Why is there just one tree on this plain?;0;
49;Fushiko;Yeah, you're right. Weird.;0;
51;Fushiko;What do we do?;0;
52;Senso;We must pass into that dried-up bed of a river.;0;
53;Rinie;I can't see anyone from here...;0;
54;Senso;I'm sure there are. I've seen their heads moments ago. They surely saw us as well.;0;
55;Yuki;Are you sure?;0;
56;Senso;Let me check again...;0;
57;Senso;What...?!;0;
58;Senso;They disappeared...;0;
59;Yuki;If it was a joke it was not funny.;0;
60;Fushiko;It was not a joke, I think I've seen them as well. Maybe they moved to the base to warn the others...;0;
61;Senso;Well, I can't say it's a bad view.;0;
62;Fushiko;I agree!;0;
63;Yuki;WOHO!;0;
64;Fushiko;I don't like this!;0;
65;Fushiko;Woosh. I'm so glad we didn't smash on the ground.;0;
66;Fushiko;It was a terrible iideaaa!;0;
67;Senso;Let's keep going.;0;
68;Senso;That's great. A lake... You do know how to swim, right?;0;
69;Fushiko;Yeah...?;0;
70;Fushiko;Can we avoid it, please...? I would panic if anything went wrong...;0;
71;Senso;Are you soldiers or what?! We're not playing, do you know that?!;0;
72;Yuki;Chill down, bro... If we have to, we will. Right, Fushiko?;0;
73;Fushiko;R-right...;0;
74;Old man;Hey, you! it's dangerous to swim in there! Come back immediately!;0;
75;Yuki;Should we listen to him?;0;
76;Senso;No, but let's go talk to him. He may know something we don't.;0;
77;Old man;Oh. You're DTA Soldiers... Haven't your superiors told you it's dangerous to swim in the river?;0;
78;Senso;We're not part of the DTA anymore. Do you know anything about the base the we should know?;0;
79;Old man;So, you're rebels, huh? I prefer not to get involved in these things, but I'll tell you what I know.;0;
80;Senso;We need some information about the DTA base.;0;
81;Old man;Sorry, I'm not a friend of yours. If you want to raise your taxes again, go ahead, as long as you leave me alone.;0;
82;Senso;We're not going to raise any taxes. We're not part of the DTA anymore.;0;
83;Old man;The DTA facility is at the end of the river. Where there was a lake some years ago.;0;
84;Old man;It's impossible to go there by swim, there are dangerous animals living in there...;0;
85;Old man;Also the base itself is well protected by big machines and soldiers, as you probably already know.;0;
86;Old man;I suggest you to not approach that base. Especially not with that little girl...;0;
87;Rinie;I'll be fine. I just want to avenge my people, I don't care about my own life.;0;
88;Senso;I wish we could take her in a safe place, but don't want to leave her alone.;0;
89;Old man;I understand. You're good people. Forgive me if I've been a bit rude with you.;0;
90;Fushiko;Don't worry about that. Thank you for your help.;0;
91;Senso;Yeah, thank you. We hope to make a better world for your people as well.;0;
92;Old man;I was here looking at animals. I never believed I could help my people for real.;0;
93;Old man;Maybe there is a way for you to enter that base. My friend Ratsa is a monster at repairing stuff.;0;
94;Old man;The safest way for you to reach the base is using those rafts.;0;
95;Old man;Recently he took one of those machines from DTA and modified it to make it even stronger.;0;
96;Old man;He owes me. If you tell him I sent you he will grant that machine to you. His store is at the other side of the plain.;0;
97;Yuki;Do we have any hope with that thing?;0;
98;Old man;Aye you do. It's almost indestructible!;0;
99;Senso;That's very pleasant to hear. Just, one very last thing...;0;
100;Old man;You wanna know how to cross the river, right? That thing won't fly, nor float on the water.;0;
101;Yuki;Woho! Cool!;0;
102;Old man;But I have no idea how you could bring that heavy machine with you.;0;
103;Fushiko;Don't worry about that! Our technology comes in help!;0;
104;Old man;Well, I wish you good luck! And remember to watch out for the animals.;0;
105;Yuki;Do you think he can fix my damaged SMG?;0;
106;Fushiko;Yes, Yuki.;0;
107;Yuki;YAAAY!;0;
109;Rinie;What's your name, sir?;0;
110;Old man;Oh, sorry, I forgot to tell you. You can tell him "Broul" sent you.;0;
111;Rinie;I'm so happy it's not that cold anymore!;0;
112;Fushiko;Why don't we give our jacket to Rinie? She's freezing!;0;
113;Rinie;I'm fine! I don't feel that cold anymore!;0;
114;Senso;Are you alright?;0;
115;Rinie;I'm so cold...;0;
116;Senso;I'm gonna give you my jacket.;0;
117;Rinie;No, no! I'm fine! I'm just not used to it!;0;
