1;Yuki;I have no idea why they should hide it in a place or another, but since all of you wants to go to Neil, I'll just jump on the bandwagon.;0;
2;Yuki;Maan! I can't believe we actually did it!;0;
3;Fushiko;I'm so happy guys... I can't even explain how I feel...;0;
4;Yuki;Why don't you join us?;0;
5;Senso;I don't need that. I'm good.;0;
6;Fushiko;Then why are you always so wistful?;0;
7;Senso;I'm pretty sure.;0;
8;Fushiko;You're... pretty sure about what...?;0;
9;Senso;Desert isn't dead.;0;
10;Fushiko;Oh, come on! Are you serious?! Stop being so pessimistic!;0;
11;Senso;I'm not pessimistic. Surely he's wounded but it's possible that...;0;
12;Fushiko;Hey! Listen!;0;
13;Fushiko;Now I'll cheer you up. Do you know what happens when the capitain gets defeated in combat?;0;
14;Fushiko;Yuki knows it...;0;
15;Yuki;Emh... a new capitain is elected?;0;
16;Fushiko;Yeah, that's right!;0;
17;Fushiko;And who wouldn't want to vote the one who defeated him since he's so hated? You know, that's how it works usually. I'm pretty sure you or Lucy could become the next DTA leader!;0;
18;Senso;You should find a way to investigate. We need to intercept DTA communications before doing any celebration.;0;
19;Fushiko;Alright... Fine. I'll do it. Desert is pretty tough after all. I'll let you guys know.;0;
20;Senso;Please, do me a favor...;0;
21;Fushiko;Hey! I just remembered a thing! Do you remember I've put a spy bug in Desert's office?;0;
22;Yuki;Emh... you did?;0;
23;Senso;I don't remember either but you have my attention.;0;
24;Fushiko;I told you I would have placed it the last time we entered in his office. I actually did it.;0;
25;Fushiko;It communicates using radio technology so we need to be really close to be able to connect to it. Are we going to try?;0;
26;Senso;Yes. Activate it.;0;
27;Senso;The room looks empty...;0;
28;Fushiko;Yeah... they didn't destroyed it because I managed to connect, so it's still there. Let's wait a little bit.;0;
30;Yuki;I'm bored out of my mind...;0;
31;Fushiko;Shhhh!;0;
32;Radio receiver;<i>Incomprehensible muttering</i>;0;
33;Fushiko;You see?! We missed something!;0;
34;Yuki;Turn it off, it's a waste of time.;0;
35;Radio receiver;Any news...-bzzzz-...ptain?;0;
36;Radio receiver;Yes, sir. They just found him, he was badly injured. Addit...-bzzzz-... by the local fauna.;0;
37;Radio receiver;How bad are the wounds?;0;
38;Radio receiver;But the BC meeting is in five hours... is he conscious? Have he said anything?;0;
39;Radio receiver;Surely the doctors will not release him before the BC meeting.;0;
40;Radio receiver;He said something... but they only managed to u...-bzzzz-... three words...;0;
41;Radio receiver;"Delta", "weapon" and "activate"...;0;
42;Fushiko;OH NO!;0;
43;Yuki;So he is alive, huh...;0;
44;Fushiko;And it gets worse... They're about to activate the Delta unit, on the planet Delta Nangam!;0;
45;Fushiko;That weapon would annihilate the Mech we used on Kiza in matter of seconds.;0;
46;Fushiko;It's so powerful and dangerous they had to shut it down. If they reactivate it we are doomed.;0;
47;Lucy;Can we reach that planet before they do...?;0;
48;Fushiko;We can, and we must. ;0;
49;Radio receiver;We need to notify the lieutenant to transfer units to tha...-bzzzz-... It's a very del...-bzzzz-... situation.;0;
50;Senso;Okay, let's not waste any more time. I'm taking the commands.;0;
51;Senso;You're just changing topic.;0;
52;Lucy;I'm so disappointed we didn't defeat Desert...;0;
53;Yuki;So do I... I knew he was strong but I couldn't believe he had such a great resistance.;0;
54;Lucy;Indeed... But we proved ourselves to be as strong as him if we join our forces!;0;
55;Fushiko;I hate this. I was really happy, but now it is all ruined again. And it's all my fault.;0;
56;Yuki;Why?;0;
57;Fushiko;"I don't wanna see his mangled limbs"... if we did check we would have delivered the final blow and this would really be the end.;0;
58;Yuki;Don't even say that...;0;
59;Senso;Looks like someone else needs some cheering up now.;0;
60;Yuki;This is the worst moment of all... Sitten here at doing just nothing.;0;
61;Fushiko;I can't believe it...;0;
62;Fushiko;I need to calm down... Lucy is right after all. If they two can defeat him, all together we can surely put an end to this!;0;
63;Lucy;Yeah, exactly! Don't worry about it, it's just a matter of time!;0;
64;Yuki;You know, I think we should buy a game or something. So we could kill some time during these boooring travels.;0;
65;Fushiko;Do you need to be constantly entertained Yuki? Are you a kid?;0;
66;Yuki;What?! Ah! Nevermind! That was a serious idea.;0;
67;Lucy;Is it a monitor or a true window?;0;
68;Fushiko;Both actually. We can't see what's outside the spaceship while moving faster than light. Anything behind that glass is pitch black.;0;
69;Fushiko;But everything you see it's a simulation of the Milky Way based on true photos, so it's not so far from reallity!;0;
70;Lucy;Can I take a peek over the monitor...?;0;
71;Senso;Sure.;0;
72;Senso;I can't wait to see what this planet Delta Nangam looks like.;0;
73;Fushiko;Me too!;0;
74;Yuki;Do you think a Desert with a broken femur would be less of a threat?;0;
75;Senso;Considering they plan to release him in five hours, his femur must be healthier than ours...;0;
76;Fushiko;Oh, that's where I'd left them. I finally found you my beloved gummies.;0;
77;Yuki;I'm really glad we have this food supply now.;0;
79;Fushiko;Before we reach the planet, there's something I need to ask you.;0;
80;Fushiko;Why... the hell...;0;
81;Fushiko;...are you ALWAYS RIGHT?! WOULD YOU TELL ME?!;0;
82;Lucy;Hey, look! It's a quadruple system!;0;
83;Fushiko;WHA... Wait... Oh my God...;0;
84;Senso;T-there are... four stars in this system. A white A1V main sequence star and a MV2 red dwarf orbiting each other and two yellow main sequence stars orbiting each other.;0;
85;Senso;The two star barycenters orbit each other every 700 years or so.;0;
86;Yuki;This is like a dance of stars!;0;
87;Fushiko;Indeed... and all of this is stable...?;0;
88;Senso;You can check with your own eyes it is. Delta is orbiting one of the two yellow stars.;0;
89;Fushiko;Is there a single DTA base?;0;
90;Senso;No, there are four of them, but one have been completely destroyed by rebels and one is famous for the high crime rate.;0;
91;Senso;I highly doubt Delta Unit is in one of them. We'd better start with the Neil's base, near the equator, or with the Houdstone' base, near the south pole.;0;
92;Fushiko;I leave the choice to you. Personally I would vote for <b>Neil</b>, because cold and electronic devices don't get along very well, so it would be more convenient to keep it in a more temperate climate.;0;
93;Lucy;I agree! I also vote for <b>Neil</b>. Eventually we have time to check Houdstone base too.;0;
98;Senso;Let's go to Neil's base. If the Delta Unit isn't there we may have time to check Houdstone' base too.;0;
99;Senso;Let's go to Houdstone' base. If the Delta Unit isn't there we may have time to check Neil's base too.;0;
100;Yuki;Fushiko said "I leave the choice to you" so are we actually going to the south pole?;0;
101;Senso;Yes. If there's anything wrong with it, now's the time to spit it out.;0;
102;Fushiko;Therefore it is decided. It doesn't make much difference to start from one base or another. There are still two more bases we haven't even considered yet.;0;
103;Fushiko;But, first and foremost, there's an important thing to do. Lucy...;0;
104;Fushiko;You haven't yet received your vaccine against DTH97. Since Delta is a red-risk area we need to do that before landing anywhere.;0;
105;Lucy;O-okay...;0;
106;Fushiko;While I prepare everything could you look for the vial?;0;
107;Senso;Sure, as long as you stop strangling me...;0;
108;Fushiko;I need a vial with a black liquid inside.;0;
109;Fushiko;S-sorry, it's kind of messy... I'm aware of that...;0;
110;Senso;<i>What did she say...?</i>;0;
115;Senso;<i>Maybe I should choose more carefully...</i>;0;
116;Senso;There's a small vial with a black liquid inside, but I'm afraid of touching it.;0;
117;Fushiko;Just take it... you'll be fine.;0;
118;Fushiko;I only have one last favour to ask. You should hold her arm outstretched so I can inject this thing.;0;
119;Lucy;Will it hurt...?;0;
120;Fushiko;Don't worry, you won't even feel it.;0;
121;Fushiko;What are you looking at, Yuki?! This ain't funny!;0;
122;Yuki;Afraid of needles?;0;
127;Senso;Look who's talking.;0;
128;Yuki;Oh, I am totally over it.;0;
129;Senso;Wanna switch with her?;0;
130;Yuki;N-no way, but thank you for the offer.;0;
131;Senso;No surprise. She's afraid of everything.;0;
132;Lucy;I...;0;
133;Yuki;I was joking dude, but you was a little hard on her.;0;
134;Fushiko;You can leave her arm now...;0;
135;Senso;Sorry...;0;
136;Senso;I need to go back to the commands.;0;
137;Senso;Alright, I'm in the gravitational field of Delta Nangam.;0;
138;Senso;Let's end this Delta Unit!;0;
