1;Lucy;Would you hold my hand?;0;
2;Senso;<i>Am I...</i>;0;
3;Senso;<i>...dead...?</i>;0;
4;Senso;<i>I can... see something. Where am I...?</i>;0;
5;Senso;<i>And there's someone else in here... Fushiko, judging by the snoring... Are we imprisoned?</i>;0;
6;Senso;<i>She must be sleeping or something. I should try to call her...</i>;0;
7;Senso;Fushiko...?;0;
8;Lucy;Oh! Y-you're here too?! Thank you, thank you! I...;0;
9;Senso;<i>I think I heard someone crying... but I don't know where.</i>;0;
10;Lucy;I-I was hoping to h-hear a familiar voice! Finally! I-I... thank you!;0;
11;Lucy;About that... I... I think I'm alone here... Is there someone else in your room?;0;
12;Senso;Fushiko.;0;
13;Lucy;Where are you? I can't see anything... it's so dark in here. And there's no gravity, I'm floating in the air...;0;
14;Senso;I'm sorry. It's my fault. I should've figured that out sooner, that was such a reckless infiltration. We should have been more careful.;0;
15;Senso;Forgive me. You had to risk your life for my idiot ideas.;0;
16;Lucy;No, no, no. It's okay! Don't worry! What matters is that we're still alive.;0;
17;Fushiko;Mhh... Yuki...;0;
18;Fushiko;What happened? Am I dead? Where am I?;0;
19;Lucy;Really...? She's still alive?! Yes! Yes! I'm so happy!;0;
20;Senso;<i>At least she's still alive. This is a good thing.</i>;0;
21;Senso;We're imprisoned.;0;
22;Fushiko;Oh God! No! This is garbage!;0;
23;Fushiko;Poor Yuki... I just can't stop thinking about him... We left him in there, in the cold. How could we?!;0;
24;Senso;We had no choice. I just hope he at least managed to survive...;0;
25;Senso;Kind of like us. How are we still alive? Why didn't they kill us?;0;
26;Fushiko;I don't know... Maybe Desert wants to do it himself?;0;
27;Senso;You think we are in the Ternion?;0;
28;Fushiko;Yes. But why is there no gravity? I didn't know the spaceship could selectively disable artificial gravity for certain areas.;0;
29;Senso;Maybe we're not worth the energy it takes to do that. Or to even turn on the lights...;0;
30;Fushiko;I think there's more to it than that... but yeah, you might be right.;0;
31;Senso;Anyway, what happened after the incident? Do you remember something?;0;
32;Fushiko;No... honestly, I just lost consciousness and then woke up here...;0;
33;Lucy;Anyway, I'm also worried for Yuki... If we manage to escape we must find a way to return to Delta as soon as possible...;0;
34;Fushiko;You're here too, Lucy...?;0;
35;Lucy;Yes! Still alive! I think. But I'm in another cell.;0;
36;Fushiko;Anyway, you're right... But how do we escape? If we're really on the Ternion, it's not an easy task.;0;
37;Senso;You mean, like giving us osteoporosis, or driving us insane?;0;
38;Fushiko;I wouldn't rule it out. Obviously they took our HDevs and our weapons...;0;
39;Fushiko;If only I had left the spaceship to Yuki... he could have escaped. I'm so dumb! Why didn't I think of it?!;0;
40;Senso;How could you have predicted this?;0;
41;Fushiko;I couldn't... But now I must think of a way to get out of here. I know this spaceship so well, there MUST be a way.;0;
42;Senso;You know, since you mentioned our spaceship... Are you sure you dematerialized it in your HDev? Honestly I don't remember seeing you do it.;0;
43;Fushiko;What? I did! Of course I did! I always do, why wouldn't I do it...?;0;
44;Senso;There was a lot of fog, and cold. What if we left the spaceship on planet Delta?;0;
45;Fushiko;That wouldn't be good! That would mean we would have to take another one...;0;
46;Fushiko;But since we lost our HDevs, our old spaceship would be lost anyway... so...;0;
