2;Fushiko;Have you got a lock on the destination?;0;
3;Senso;I'm doing it right now. The sensors are disturbed.;0;
4;Fushiko;Ah, don't trust those values, they're quite inaccurate. I'll send you mine, taken directly from the database.;0;
5;Yuki;Hey, you've told us nothing about the planet. Come on, out with it.;0;
6;Senso;Pictures speak more than a thousand words, just come and have a look.;0;
7;Fushiko;Be careful with the landing.;0;
8;Fushiko;Okay, the DTA base should be more or less here.;0;
9;Yuki;But... it's all trees.;0;
10;Lucy;And they're a bit creepy too...;0;
11;Fushiko;Wait, let me check.;0;
12;Fushiko;We could start moving somewhere in the meanwhile...;0;
13;Yuki;That's great...;0;
15;Fushiko;W-well... looks like I gave you wrong data.;0;
16;Fushiko;The actual DTA base was moved to the castle of Minas Lavit almost ten years ago.;0;
17;Senso;Perhaps next time I'll handle it myself.;0;
18;Fushiko;Suit yourself... Want the location on your map or you'll handle it yourself?;0;
19;Senso;If you wish...;0;
21;Yuki;I just don't wanna run again... We've been running all the time lately, give me a break...;0;
22;Lucy;I feel useless...;0;
23;Fushiko;Don't worry. If you can't reach them with your sword you can still support us with items!;0;
24;Lucy;I wonder why every single creature of the universe wants us dead.;0;
25;Fushiko;They see us as a potential threat.;0;
26;Fushiko;Perhaps it's just a reflection of how human beings behave towards them...;0;
27;Lucy;I hope we're not going to be fighting against anything dangerous...;0;
28;Yuki;Do you know where we going?;0;
29;Fushiko;He's looking at the map. The direction is towards the brightest part of the rings.;0;
30;Yuki;Oh, okay. Got it.;0;
31;Yuki;Do you think we're safer under the trees or far from the trees?;0;
32;Senso;I don't think the word "safe" is commonly used around here.;0;
33;Senso;This damn revolting smell...;0;
34;Yuki;This smell is really pungent...;0;
35;Fushiko;Can you stop complaining for everything...?;0;
36;Senso;Give it up. It is physically impossible...;0;
37;Lucy;This place is not that scary once you're used to it!;0;
38;Senso;No wonder why they changed the location of the base.;0;
39;Fushiko;Wait, stop!;0;
40;Yuki;Sup?;0;
41;Fushiko;Nevermind, I though I saw a credit flake.;0;
42;Yuki;I wonder why they didn't build any bridge.;0;
43;Fushiko;Yeah... there is so much wood in here... or whatever that stuff is.;0;
44;Yuki;Guys... is that a railway?;0;
45;Senso;It wouldn't hurt to have a ride.;0;
46;Fushiko;That's the direction we need to take.;0;
47;Lucy;But it's just one railway... maybe a single train does back and forth.;0;
48;Senso;I'm not even sure about that. What if no train pass by here at all?;0;
49;Yuki;I suggest we wait here a few minutes.;0;
50;Lucy;That must be the train schedule.;0;
51;Fushiko;What does it say?;0;
52;Yuki;Fourteen minutes, more or less.;0;
53;Lucy;Can we use our credits to buy the tickets?;0;
54;Fushiko;I don't know. I hope so.;0;
55;Fushiko;It's ten minutes you keep looking at the horizon... Relax...;0;
56;Senso;Any little time saved is important, we can't miss this opportunity.;0;
57;Fushiko;I agree but... Hey, look, the countdown is almost over. The train will be here shortly.;0;
58;Senso;Indeed... I can see it already.;0;
59;Yuki;Why can't we take the spaceship again?;0;
60;Fushiko;With which energy? It takes time to recharge after a landing... You should know that by now...;0;
61;Fushiko;Okay, let's go.;0;
62;Fushiko;How the heck do we make a ticket?;0;
63;Fushiko;There is no way to connect to it!;0;
64;Yuki;Come on, Fushiko, the train will start moving soon...;0;
65;Fushiko;I can't!;0;
66;Senso;There's only one option left. Step aside.;0;
67;Fushiko;Are you a rabbit or what?!;0;
68;Senso;Come on. There's not much time left.;0;
69;Yuki;You gotta help us!;0;
70;Senso;Fine... But hop to it.;0;
71;Senso;The train will start s...;0;
72;Fushiko;Soon?;0;
